Tweet,HateSpeech
ja ubogi janez hotel je biti komunist in mu ni uspelo hotel je biti kapitalist in mu ni uspelo,0 ni sporni govor
thompson je en navaden slabo preoblečen jugonostalgik in zvesti oboževalec šepavega zagorca,0 ni sporni govor
jaz mavrico iz ritne luknje piham ampak kaj ko je nihče ne vidi,0 ni sporni govor
gastroskopija je mit najvecja bojecka na svetu sem in to je dost manj ko zobar obljubim,0 ni sporni govor
plameni v raju že zažigajo na cdjih medtem pa si oglejte še zadnji video iz zakulisja snemanja plate v berlinu,2 žalitev
in kaj bo zdaj pescica spremenilano da bo tretja svetovna vojna to ze vemo in to zna bit do l 2030 s takim tenom sigurno,2 žalitev
skopneli upi kamnčanov in ljubljančanov prvih za precednika drugim za sneg,0 ni sporni govor
če imajo v tujini 100 deponiranih mrd je ena nlb mala malica,0 ni sporni govor
vzemitega ta zagotovo nebo radarje montiral saj je zabit bolj od samega fištra,3 nasilje
po izjavah preživelih sodeč jih je kar nekaj zbežalo med tem ko je polnil,0 ni sporni govor
tudi vas že nadlegujejo komarji s tem enostavnim in naravnim trikom jih boste hitro pregnali,0 ni sporni govor
ja ce ti pade na namazano stran ti v tem primeru ostane marmelada na kruhu drugace pa samo maslo,0 ni sporni govor
ta luka je pa tako pameten da bo njegove ta najbolj pametne umotvore potrebno prevesti,0 ni sporni govor
tega poslanca pa predlagam preimenujmo v bobeka leta beri bebota,0 ni sporni govor
aroganten bedak je aroganten bedak bi pa skoraj stabil da so bedaki po poličnem prostoru razporejeni po gausovi krivilji,0 ni sporni govor
gibone so delavci zoo lj vse od jutra lovili po drevesih in jih pred pol ure uspeli ujeti in vrniti v kletko,0 ni sporni govor
ne vpletat matematike te zagriženi aktivisti ne razumejo,2 žalitev
nor človk najprej zdaj še sv podprvak v norem kronometru čestitke za srebro,2 žalitev
derbi med nafto in mura velja kot eden največjih navijaških praznikov v sloveniji prekmurci preprosto ljubiljo nogomet,0 ni sporni govor
škoda je da ni kak prtscr da vidimo s kakšnimi ogabnimi se je vinko lotil slavka,0 ni sporni govor
naj drugič vpraša raje o unih butastih magic kartah ne bo miru do konca pouka starši dajte si focn,2 žalitev
bovaki zupan predal dokumente kubancem,2 žalitev
tudi kit je izvedla praktično vajo prestrezanja balistične rakete za vsak slučaj,1 nespodobni govor
v dz se ne manjka trčenih a poliglotki ab nihče ne seže niti do gležnja,1 nespodobni govor
seveda samo ne slovenskih novorojenčkov poglejte si orbanov načrt madžarom je jasno,0 ni sporni govor
blokiraj tipa poglej število njegovih twto je provokator za en danškoda živcev za take,2 žalitev
ja tudi to je opcija ma je velikokrat tako da je popravilo lahko dražje kot nov telefon jebiga tak sistem imamo,3 nasilje
fuzbal slovenski pokal sij acroni jesenice koper 012 na povratni tekmi bodo jesenice prestavile v najvišjo prestavo,0 ni sporni govor
degredacija cloveskega razuma v upanju na vecno odresenje spoved prepovedana pekel,0 ni sporni govor
ne smeš piškotkov sprejet si pa brez vprašanja zapomnijo moj ip,0 ni sporni govor
pri nas so komaj zdaj nebo prekrili oblaki buče in koruza sta še na njivah,0 ni sporni govor
sds letošnjo kampanjo gradi predvsem na rasizmu in nerealnih obljubah stop rasizmu,0 ni sporni govor
se malo tolaziš domobranci so bili pač smeti izdajalci,0 ni sporni govor
svetujem ti da se obnašaš civilizirano in razumno ne pa kot klasični retard slovenc,0 ni sporni govor
dostikrat zakolnem na kaksne taxiste ki so vecinoma arabci sine me takoj zmerja z rasistom,0 ni sporni govor
krompirjeve počitnice v južni italiji povratne vozovnice v neapelj 5 nočitev v centru mesta je v času okoli 1,0 ni sporni govor
padalec bi se rad vrnil v parlament le kdo še verjame udbovcu in srbofilu da je nacionalist ali celo domoljub,2 žalitev
lani je še bla itak je bla pa samo mularija notri prodajali so pa samo tisto zanič pivo turtle neki,0 ni sporni govor
spet reproducirate ameriške traume po nalogu sponzorjev res ste nizko padli,0 ni sporni govor
to niso več komarji to je nekaj drugega ob prižgani sveči proti komarjem in jungle formula no4 na koži nič jih ne ustavi,0 ni sporni govor
banane proti zgagi in stresu,0 ni sporni govor
ejga moški pri ženskah res fulj gledamo nohte čisto resno drugega ne vidimo,0 ni sporni govor
teš6 je očitno v led diode ovit spomenik zdravi pameti,2 žalitev
on mi rece naj ob 8 grem in pustim se kaj dela za punco ki pride ponoci ne morem zabusavat ker je ena tecna prisla nazaj delat,0 ni sporni govor
peticijo da se sorosa razglasi za terorista podpisalo 100000 amerov kar je kvota da o tem zavzame stalisce administr belehise,0 ni sporni govor
plečnikov stadion je spomeniško zaščiten pečečnik naj svoj projekt uresniči drugje,2 žalitev
v španiji zopet politični zaporniki aretirana predsednika organizacij civilne družbe anc in omnium sramota bo še molčala,2 žalitev
zobni aparat damon damon zobni aparat je trenutno najboljše kar lahko sodobna ortodontija ponudi fiksni zobni,0 ni sporni govor
ven jih vzamem v bano posprejam z mr musculo počakam da maščoba odstopi dobro sperem bio čistila tu ne pomagajo,2 žalitev
naročil nama je 1m visoko roza žirafo ki v gobcu drži kabel iz katerega visi lestenec,2 žalitev
poleg vodeba ni težko izgledati normalen,0 ni sporni govor
ko sem še hodil v šolo ni blo krompirjevih počitnic bom to letos nadoknadil,0 ni sporni govor
neizmerni užitek ob nakupu nove vileda gobice in po novoletnem ročnem pranju posode,2 žalitev
banditenkinder slovenskemu narodu ukradeni otroci jutri ob 18 uri v gregorčičevi dvorani ul s francesco 20 ts,0 ni sporni govor
a to si strokovno izračunala še sedaj pa ne vem kakšen je ožemanje,0 ni sporni govor
cestitke nagrajenki majdi stubelj predsednici sindikata posta slo ng letosnji prejemnici roze mogota ob mednarodnem prazniku zensk,0 ni sporni govor
zgodili sta se dve prometni nesreči zato so avtocesto zaprli za ves promet obvoz pa omogočili omejeno,0 ni sporni govor
ampak res pohlevni kot mucke zdaj pa jokveč kasno,0 ni sporni govor
klop likar curk celcer tomiček lipušček tešija bužinel jermol džuzdanović gulič nagode,0 ni sporni govor
pod nujno pa kij naj s sabo prinese da bosta poustvarila dogodek si predstavljaš gledanost oddaje,2 žalitev
ortoped in športna komentatorja tvs stare in milovanović so s tekočo slovenščino tam tam,0 ni sporni govor
falcon rezerviran samo za najvišje uradnike financirala ga bo pa vojska nova24tv,0 ni sporni govor
obiski v splošni bolnišnici dr franca derganca v šempetru so znova dovoljeni,0 ni sporni govor
1 kupi znamke 2 napolni urbano 3 kupi karte za koncert od severine 4 pa še ene bajadere šta,2 žalitev
poslovni račun pri n26 ali revolutu kaj vam ponujajo in kakšne so vaše obveznosti,2 žalitev
ekskurzija kliče aktivnosti gozdne pedagogike z igrami duhovnost v gozdu in gozdna kopel,0 ni sporni govor
je pa huda copata tale tvoj vse moraš sama plačat on pa od doma beži,2 žalitev
kako zdaj sprehajaš se z njim fotkaš pa se z njo,1 nespodobni govor
pravkar igram igro biathlon mania pridruži se in me poskusi premagati,2 žalitev
zgube ker takšni komentarji bodo jankoviča premagali niti približno,0 ni sporni govor
tastare njene pregonit ker so brez vsake pameti da so to dovolili,2 žalitev
v nesreči na pomurski avtocesti dva mrtva,2 žalitev
če ti neznanje in politična norost izleti iz ust brez delovanja možganov nastane taka izjava,0 ni sporni govor
haha ameriški junak belgijski ovčar ki je pomagal uloviti terorističnega vodjo isisa abu bakr albaghdadija,2 žalitev
odkar ste se ženske emancipirale vam moški pomagamo pač malo manj,0 ni sporni govor
haiku globina nebase na gladini krkerazpeni čez slap avtor svit,0 ni sporni govor
a kje ste bili gklobasa ko so tovarnjakarji zaradi zlizanih gum zablokirali avtocesto ob predzadnjem snezenju,0 ni sporni govor
dnevniki iz nemških taborišč članov družine golež 194145 dnevniki iz nemških taborišč članov družine golež,2 žalitev
živali na povodce bliža se čas kotenja maribor24si,0 ni sporni govor
eden od najbolj izobraženih slovencev je zate umazan gobec to pot si se spet izkazal,2 žalitev
krompirjevi vlivanci s kislim zeljem in prekajeno svinjino,2 žalitev
so premalokrat bili na vladi ne morem rečt enakega za tvoje vedno nove leve,2 žalitev
plemenito poslanstvo z dodatkom ki omogoča zimski spanec državnim uradnikom in dobiček zdravstvenemu menedžmentu,0 ni sporni govor
uf in pol kao desničarji trosijo fake news isti šit beden fotošop in bedno naslajanje ob njem,2 žalitev
začnemo ob 12 uri dobrodošli pri nas ekipa ob železnici vas pričakuje,2 žalitev
multiplikativni ucinki vedno pokrijejo vse izgube tu me vedno izgubijo,1 nespodobni govor
menstruacija ne boli toliko kot takrat ko se usekam po palcu s kladivom,2 žalitev
a zato vsi rinejo v ljubljano ker je obubožana pojma nimate o ljubljani,0 ni sporni govor
upam da bodo sli masovno na volitve tako da ne bodo odlocali cefurji,0 ni sporni govor
pisarne buce vceraj je bilo martinovo ura je 8 zjutraj ne verjamem da so hodniki ravni nekdo preklinja komuniste,2 žalitev
pero ne bodi paranoičen jaz nikogar ne branim zanima me če ti braniš izvensodne poboje izvedene z dronom,0 ni sporni govor
peter si pozabil na demokratično janševo blokado oglaševanja v mladini a ja ti si bil na delu,2 žalitev
saj tudi za to ni bila ustanovljena da bi prevzela kadre rigelnikove banke pa so celo propadlo banko tja spakirali,2 žalitev
ko država zaukaže da delodajalec mora izplačati neko socialistično neumnost se primem za samokres,0 ni sporni govor
pederendorfer ti si še živ nobenega primca teme nismo že dolgo slišali,0 ni sporni govor
a to je ob zemljiščih kjer nameravajo graditi lakirnico magne,0 ni sporni govor
če zavarovalnica ne plača ker koncesije nimam potem mora to pacient,2 žalitev
nič na naslednje gostovanje vzet kanto zraven narediti špalir in jo pustit v ljubljani,2 žalitev
z lenijem že cel popoldan pričakujeva dežše moj internet je len,2 žalitev
ker je ženska po možnosti pa je zdaj še ški kriv ker je zapeljal čez,2 žalitev
pop tv novinarji imajo duševno motnjo obsedenost z določenoosebo janez janša prism javite se v psihjatrično kliniko,2 žalitev
kdor lahko naj pomaga tudi retweeti bodo ok č,0 ni sporni govor
nč narobe če tone ropar parkira na mestu za invalide je invalidzvok praskajoče kovine po avtomobilu press,0 ni sporni govor
zdaj vem zakaj me še ni pritegnil komentiranje na slo 2 htv 2 pa zatemnjen,2 žalitev
a se lahko umaknem na kak drug tviter ker tlele je ratalo samo razno prepucavanje,0 ni sporni govor
še mal bojo lezl v rit orožar mafiji pa jih ne bo več v parlamentuko ivanu ponudiš roko ti odgrizne jajca,2 žalitev
prodana domobranska duša odstrani takoj titov kip iz vrta ker ga nisi vreden,0 ni sporni govor
ker pametni ljudje poslušamo pametnejše logičnosklepamo da bedaki poslušajo pametne žal ni tako poslušajo večje bedake,0 ni sporni govor
že dolga leta je običaj da gasilci pgd homec svoje člane in članice ki se podajo v zakonski stan pospremijo na,2 žalitev
zmanjšanje porabe rdečega mesa in sprememba vzreje je nujna za ohranitev planeta ni pa nujno se povsem odreči čevapom,0 ni sporni govor
zunanje ministrstvo v stiku z lastnikom ladje ki so jo napadli pirati,2 žalitev
je že konec rdeče velike noči je tito vstal od mrtvih ali je še vedno v čakalni vrsti,0 ni sporni govor
hulkenberg zapušča formulo 1 in se seli v dtm kjer bo dirkal za bmw,0 ni sporni govor
nej ga razstreli takrat k ni nbenga not pa nej zacne u skretih ker so res skret,2 žalitev
a joj kaksno odkritje če iz imena odstrani črko j zgleda da je j ali jj res strah in trepet v svetu,2 žalitev
to bo heca na brniku lepo deska pa kobile prideš tja hlače gate dol se prepogneš in ti jo izmerijo,2 žalitev
bebo zahojen zaradi tistega opletala med nogami se misliš zdaj pavijanit al kwa,0 ni sporni govor
fsak dan se naučim kaj novega fčera sn odkril da mam po 19ih krofih drisko danes sn pa odkril da po 18ih tui,0 ni sporni govor
2021 ameriškim novorojenčkom montirajo puške namesto rok legalizirana poroka z avtomatskim orožjem granate so legalno sadje,2 žalitev
pravkar igram igro biathlon mania pridruži se in me poskusi premagati,1 nespodobni govor
skinovska scena zgledaš kot en drogeraš mi te bomo pa spravili v red,2 žalitev
bo kej več povedala ampak gre skiraj zagotovo za rajanje na rožniku,0 ni sporni govor
res je sramoten ker izenačuje domobranske junake in rdečezvezdne izdajalce,0 ni sporni govor
kakšne fore d lahko se prepričuješ da tvoje mnenje ni fašistično ampak če ustreza definiciji pol ga jebi si pač fašist,0 ni sporni govor
pravijo da ima butast kmet debel krompir kje je v tej zgodbi čebula,2 žalitev
kar pogumno seveda pa standardno opozorilo kvarniki be aplenty,2 žalitev
bi bil pa po mojem kul prank če bi se za pusta na nulo obril še lastna mati me ne prepozna po mojem,0 ni sporni govor
dobri so ti iz 4k invest kupijo dokapitalizirano adrijo za 100 k evrov prodajo vse avione in v 3 letih pridelajo za 90 mio evrov izgube,0 ni sporni govor
na lokalnem busu dol pr nas me stare babe niso tolko slatale zivela provinca,0 ni sporni govor
z dizlom na kavice in malo naokoli je to to dpf filter kupi si bencinerja so cenejsi za vzdrzevanje,0 ni sporni govor
tako kot socialist hitler tako slosocialisti ne marajo židov večno zaletavi kahla,0 ni sporni govor
ali policija ščiti vrhove vladnih političnih strank pri bahanju z ekscesnih 200 kilometri na uro,1 nespodobni govor
nadgrajena kvaliteta kartonov invercote g nova različica kartonov bo na voljo od julija letos podjetje iggesund,2 žalitev
ti bogeca a res ni sam eden na obeh slikah,0 ni sporni govor
policija opozarja najbolj varno je v prtljažniku potnika v prtljažniku dobro zvežite želimo vam varno vožnjo,0 ni sporni govor
ja lej če se zmotiš pa rečeš pugača zveniš dolenjsko če se pa zmotiš in rečeš fukača pa,0 ni sporni govor
ni bolj dosadnega tipa od peterleta ko začne nabijat lukec je brihten zgleda,0 ni sporni govor
očitno še vedno joka po tem ko so ga pošolali gospodarstveniki,2 žalitev
pestro je ker veš da ga moraš fentat preden se ti skrije in si potem v negotovosti,0 ni sporni govor
serija skupinskih posilstev pretresla švedski malmö 17letnico naj bi celo zažgali,0 ni sporni govor
danes sem ugotovil da mi od spomladanske garderobe pasejo samo copati in ocala,0 ni sporni govor
jutrišnji večerni spektakel med in je prestavljen saj se v genovi pričakujejo nalivi nič novega,2 žalitev
kdaj ga bodo izpustili in sodili s prostosti,0 ni sporni govor
zmeda v kranju ambulante zaprte nezadovoljni bolniki kličejo na ministrstvo,0 ni sporni govor
proti bolham klopom in ušem priporočamo ampule fypryst v avgustu jih lahko pri nas kupite 20 ceneje,0 ni sporni govor
v parlamentu v šta sem imel možnost da srečam poslanca exministra in predvsem prijatelja,0 ni sporni govor
a se je tak rodil a je delal za svojo butastost posebne tecaje,0 ni sporni govor
38 milijar pa se še vedno ne more pohvalit da je jedel najdražjo češpljo na svetu,0 ni sporni govor
rok ferengja in njegov kitarist pravita da bojo in jagode in čokolada mi smo pa tudi dal že mehurčke na led,0 ni sporni govor
erjavec zaradi politične stabilnosti smo se v io desusa odločili podpreti vladni komprisni predlog nepremičninskega davka,0 ni sporni govor
ne moreš verjet in to naj bi bil profesionalec večkrat nagrajen z viktorji,2 žalitev
nedojebiv zdaj se skriva za nekimi krilaticami on bo velik vedel o sovrastvu priviligirancek,0 ni sporni govor
vlade rs delati bo treba dlje zdrav delavec ok lahko še delam lahko ampak dobro premisli pokojnino boš imel nižjo,2 žalitev
če ti vroča voda teče iz zemlje je lahko biti dober gospodarstvenik,0 ni sporni govor
leta 1939 je bila tako huda zima da so kurbe zastonj dajale da so vsaj nekaj toplega dobile vase,0 ni sporni govor
ti arjane se nisi kvalificiral za sodelovanje na razumni strani twitterja pejd k svojim,0 ni sporni govor
danes so zakon bojda našli še vedno pa ne najdejo uskladitev slednje še iščejo,2 žalitev
če se vam zdi nevarno da otroci v šolo pešačijo ali kolesarijo,0 ni sporni govor
ma kdaj ne bom več slišal in videl tega grdega starega fosila kralja sette bandier,0 ni sporni govor
prava rasistka rasistično napada druge naj pomete pred svojim pragom,0 ni sporni govor
desnuharji bi kar po domače brez sodišč šeriatsko pravo isti ste kot muslimanski ekstremisti,1 nespodobni govor
šrotek sirotek da se daš taki zblojeni baburi potem se zgodi kar se ti ježal,0 ni sporni govor
pa kaj moramo res vse prodat celoten kapital iz slovenije eno pivovarno bojo zaprli kaj pa delavci,0 ni sporni govor
janša nima gotovine po novem vsak viška nakaže v svojo kliniko v australijo,0 ni sporni govor
tile so me držali gor pol srednje šole mi je pa grozno da je šel moz ful retard te kar malo odvrne,2 žalitev
ustavokršitelj je hvaležen kot vsakega kršitelja ga peče vest,0 ni sporni govor
naj plača skupaj s poslanci ki so ga podprli na interpelaciji preveč si dovolijo,0 ni sporni govor
batagelj ne le da je lastnoročno izkopal postojnsko jamo je strokovnjak tudi za človeške ribice logično,0 ni sporni govor
posnetek okrogle mize na temo prepovedi prodaje cbd izdelkov v organizaciji zadruge,2 žalitev
ne bi me čudilo če bi policija v tem kaosu začela random streljat na osumljene,2 žalitev
empatija je jeba a svet brez empatičnih bi bil še večja jeba,2 žalitev
čke e43p06 kaj je moral lado leskovar zapeti desusu,0 ni sporni govor
da se ključi ne izgubijo jih zavarujte s svojo tačko,0 ni sporni govor
15 od 1600 meljonof je tkole čez palec ene 24000000 ojrof š6 žnost,0 ni sporni govor
tega našišolniki iz kovnice komunističnih idiotov še niso jemali na fdvju je druga resnica pokvarjena,0 ni sporni govor
važno je da je miklavž pa s križem ali brez otrokom ni mar,2 žalitev
nič bo sledila kobalovanju in se v stiski oglasila čez mesec,2 žalitev
smeškoti ste vsi vi ki vas zanima rezultat in imate 77 komentarjev niste pa riti dvignali in opravili svoje državljanske dolžnosti ccc,0 ni sporni govor
vzklik v vaški oštariji predno se začne pretep in glaže razbijataufbiks,0 ni sporni govor
vse ki so imeli partizanske kape na glavi v dražgošah bi poslala za eno leto pod enakimi pogoji kot po vojni na goli otok,0 ni sporni govor
a to je za vas žalitev proti tistemu kar ste storili po vojni sram vas bodi nimate kančka vesti,0 ni sporni govor
dosti njih isis ovcev in ostale golazni ki se mora resiti resetk kriminalci rinejo ilegalno po mojem skromnem mnenju,0 ni sporni govor
tak hrup za prazen kurac dolgcajt na kubik ocitno prihaja samo obrezu jest sem vmes 2x zaspal çaatleti,0 ni sporni govor
ob 1845 prvi derbi te sezone predčasno zapuščamo vinograde in hitimo v športno dvorano leona štuklja,2 žalitev
želite hitro in učikovito ortdontsko terapijo samozaklepne tehnike zobnih aparatov vam zagotavljajo hitre in,0 ni sporni govor
poslovne najbrž še sledijo taksisti plačujejo kar lep fee za dispečersko službo ta pa zadnje čase niti klica ne uspe sprejeti,0 ni sporni govor
zdaj ko še levaki proti bi jo pa lahko res ukinili,2 žalitev
osredotočili smo se na stabilno držo in na pravilno pevsko dihanje ob tem smo vzdrževali sproščeni pevski,2 žalitev
počasi bodo taki incidenti postali tako pogosti kot rop banke posledice bodo veliko hujše,2 žalitev
nič ni pametnega razen če spremljaš tenis pa modrega poletja ne vrtijo,0 ni sporni govor
ne morem gledat neodvisnih novinarjev na kako blatijo gnusobe rdeče vsaka palica ima dva konca,0 ni sporni govor
jp lep zgled majo v svojem vrhovnem poveljniku ta se kr naprej afne gunca,0 ni sporni govor
ti nisi glup ker si narobe razumel ti si narobe razumel ker si glup,0 ni sporni govor
foto voznica zapeljala s ceste vozilo pristalo na strehi,0 ni sporni govor
v gozd v gozd pojdite in jih boste našli potem pa z njimi kot ozna 1945,2 žalitev
tole prepoved pirotehnike pol pa cajt za ilegalizacijo sazasa,0 ni sporni govor
dvajsetletnik pride iz mesta ati danes sem imel prvo seksualno izkušnjo to sine prisedi in povej vse ne morem me tako rit boli,0 ni sporni govor
ponosno izpostavljen na 1strani fb profila ustaške podgane bujanca štriha,1 nespodobni govor
se pravi da predsednik ds nima strganih gat to me veseli,2 žalitev
a veš ko kupiš nov laptop pri in le ta ne deluje po prvem vklopukatastrofa,0 ni sporni govor
če bi kdo rad oropal trafiko priporočam na rudniku njihovemu varnostniku se tud sanja ne kje naj bi bila,2 žalitev
ubistvu ne vem če se še hočem pobarvat na sivo ker me ful mika živa oranžna hkrati bi pa šla mogoče kr nazaj na čokoladno fak,0 ni sporni govor
tega fijakerkonj zagovorniki reform nočejo razumeti,0 ni sporni govor
evropo moramo narediti močnejšo uspešnejšo takšno ki v nedeljo odhajajo na 800 km dolgo pot do srebrenice,0 ni sporni govor
voduškova priljubljena destinacija trojane kjer rad izsiljuje in opravlja primopredajo,0 ni sporni govor
ko misliš da te maček ne more več presenetit v gobcu je prinesel žabo,2 žalitev
no piška iz prekarijata se norca delatmal cudno predstavo imas o sarkazmu kot si oznacila svoj nevoscljivi tvitek,1 nespodobni govor
treba ga je zbrcat v rit matervola sej potem ma kar potencial,2 žalitev
super mi pa vse resujemo s povodci se gugalnica je zrihtana s povodci,0 ni sporni govor
teh karb je v sloveniji preveč za novčič bi prodali lastno mater,0 ni sporni govor
zaradi izbruha ospic bi nas radi spet cepili glede ucinkovitosti cepljenja in credne imunusti glej via,2 žalitev
je komu še vedno čudno zakaj želijo britanci ven iz te eu norišnice,0 ni sporni govor
ob vročih dneh se priležejo lahkotnejši kot je šolaokusov,2 žalitev
poznam ljudi ki se za koriander pripeljejo v lj samo v tem primeru je boljše prej poklicat,0 ni sporni govor
čin a ponavljaš za nami men je tud najboljši z brinovimi jagodami in rožmarinom,0 ni sporni govor
ugovor vaša milost bivša kadilka in kofetkam zdaj brez čika ampak ob velikih guštih,0 ni sporni govor
pipike rastejo pri nas predvsem na brstišču prevratništva in koristi,2 žalitev
mal je čuden občutek tole v živo doživljatsploh prvičin upam zadnjiččista jeba,0 ni sporni govor
dosegli so cilj prakomunizem ko ni več denarja in davkov čestitke komunistom oz levici,0 ni sporni govor
una 2 bombnika sta v nazaj v rusiji že vsaj 2 dni,0 ni sporni govor
obsedno stanje okrog cdja reportažni avtomobili ampak jest grem na,0 ni sporni govor
celo galebi branijo svoje pred jastrebi le slovencem je vseeno,0 ni sporni govor
veliko ljudi je zagotovo že slišala za telovadno organizacijo sokol le malo pa je takih ki bi vedeli da je,0 ni sporni govor
posebej zabavno bo ko bodo kakšni razvajeni froci za svoje trapaste cilje izsiljevali starše s prijavami,0 ni sporni govor
foto po silovitem tajfunu 80000 japonskih domov brez elektrike,0 ni sporni govor
butec in butec samo butec smo tle mi vsi ki dovolimo da se frise pokajo iz nas in zapravljajo nas denar,1 nespodobni govor
funkcija študentskih organizacij je ta da drži psihopate rojene za politiko stran od državne politike,2 žalitev
etiketirni papir zanlabel v treh novih različicah proizvajalec papirja metsä board zanders je ponovni ponudil,2 žalitev
saj jaz dobro vem za kaj gre pa bom raje tiho da ne dobim rakete v hišo,0 ni sporni govor
bajé da psuham delamo krivico s pasjo vročino vroči del poletja se imenuje po ozvezdju psa,2 žalitev
2017 naciji so užaljeni ker v wolfensteinu streljamo nacije kdo se bo oglasil pri nas d,2 žalitev
za povprečno 6000 dobiš z zlato nitko izvezeno knjižico s papirji iz baobabovega lesa,0 ni sporni govor
ne gospod policajvoznik mi noče izročiti police z kuponitrdi da sem jaz vozil vzvratno,0 ni sporni govor
ogrevan bus pa še kuža je gor če to ni razlog za hešteg potem ne vem kaj je,2 žalitev
kak naj znan ka je riža kuhana jaz je ne jem tisti keri me je proso ka jo naj skuhan pa ga nega doma že vidin katastrofo,0 ni sporni govor
dragi dej se ti malo jebi s svojim napovedovanjem prihoda trole na postajo,2 žalitev
če se bo izkazalo da je kredit sds nezakonit bo denar najbrž treba vrniti na kateri račun posojilodajalke pa,0 ni sporni govor
tof je bil vedno rit no na stara leta se muje pa še zmešalo da debil časti jakoviča,2 žalitev
stranki sds pri raziskovanju nepravilnosti padajo lastni ljudje pri žilnih opornicah je to njihov nekdanji,2 žalitev
omg ena artikulirana ženska ugrešič in preko 100 notifications kje so časi petek je dan za metek ti žabci res ne sexajo ni mit,0 ni sporni govor
a vogrinca ste prav z defibliratorjem obudili od mrtvih ukc bo ostal brez dela če se boste tolk trudili,0 ni sporni govor
dobro ste ga picil vceraj se posebej bis,0 ni sporni govor
poslovni prostori izklicna cena 25100 površina 46 5 m2 gtgtgt žbe čnine,2 žalitev
slovenska vlada in svinjarija tvoja kriminal kriminal vladujoča vsa drhal le kje skriti je denaar vsi ko,2 žalitev
zoran jankovič omenja sds češ da nasprotuje obnovi plečnik stadionaosebno kot simpatizer ne verjamem temu da stranka podpira solatarje,0 ni sporni govor
če bodo samo takšni retard ekonomisti bomo z korejo isti,0 ni sporni govor
fake news crnkovič seveda skoči in začne furat narativ preden preveri dejstva,0 ni sporni govor
dons je nedelja gregor nedelja dons se ne dela dons se pece palacinke s slivovo marmelado,0 ni sporni govor
bravo res je v dezelah z odl pitno vodo neumnost kupovati ustekleniceno voda s porukom,0 ni sporni govor
umiri se si pozabil vzet tisto drobno tabletko danes,0 ni sporni govor
namigujem tako se lahko skozi obvode kaj povrne v žepe poštarjev,2 žalitev
zdej oblika vode je spolzela ostala je le riba in kanalizacija v klecah,0 ni sporni govor
so te lepe vetrovke še iz fonda flisi poslanke bmuršič občina ruše sedaj verjetno drugi donatorji,0 ni sporni govor
do nadaljnega sončno vreme očitno tile podnebni štrajki ala greta proti sončnim ciklom res pomagajo,0 ni sporni govor
ok a lahko tole rittvitamo dokler se ne skesajo vsi perverzneži z več mišic kot možgani na,2 žalitev
moško pranje v pralni stroj dam vse bundo in pohodne hlače pa melje in nekaj ropota ko konča obesim in,3 nasilje
narobe prtljaga je tihotapila drogo tako kot tovornjaki po evropi napadajo ljudi,2 žalitev
zraven je bila tudi ekipa etv ki je snemala reportažo po jurčičevi poti letos 5555 pohodnikov,2 žalitev
večini sem se izognila tudi kuhančku in čudenju nad neverjetnimi ljubljanskimi lučkami galaksijami ter,0 ni sporni govor
kdaj sledi nova kriminalka pa pohvale seveda za jezero dušek,1 nespodobni govor
ta pevka ima glas ki sem ga vedno z vedrom zajemal,0 ni sporni govor
dogajanje sledi meni 4 2 študenta generirajo manj motenj kot en sam,2 žalitev
cincanje zaradi enega plačilnega razreda je nespoštljivo,0 ni sporni govor
dobro si to ciljala da bo vedno frej za rd no če ne bo v napačnem poklicu ti je kar ratal ja,2 žalitev
s či nakupujeve pr znanem švedskem cotarju vse kar sem imela v omari pri 10tih letih bi jim lahko prodala vse,0 ni sporni govor
oh držte me krematorij daje koristne predloge manjka samo vprašanje kdo ali kaj bo naslednji zažgan ali zapaljen,0 ni sporni govor
foto nogometaši nk kema puconci premagali šd cven,0 ni sporni govor
kakšne brezveznosti pa ti streljaš,0 ni sporni govor
siciljanci so v črpanju evropskih sredstev očitno bolj učinkoviti kot mi,2 žalitev
ja sm laufal do vrat pol pa sem se upehal kaj češ stare kosti,0 ni sporni govor
od kdaj zadnji branilec ne dobi vec rdecega kartona za roja nisem siguren tole je bil pa ocitno zadnji v obrambi,2 žalitev
bum tresk auč po današnjem dogodku v zvezi z bi lahko v slo obstajal kak medij manj,0 ni sporni govor
kaja teržan jenkova nagrajenka pek ne peče kruha zase,0 ni sporni govor
rata lazje ko niso vec najstniki ne obnasano se vec kot da se svet okoli njih vrti,2 žalitev
bolano ampak boli njega verjetn itak odhaja ampak tole je blo zelo mesarsko ogabno,2 žalitev
sploh ni tako slabo,0 ni sporni govor
urejanje majhnih prostorov devet napak ki se jim je priporočljivo izogniti,2 žalitev
novi applovi računalniki s t2 ne dovolijo poganjanja linuxa,0 ni sporni govor
se mi zdi da je bolj primerno vprašanje kdaj smo to dovolili in koliko časa bomo to še dopuščali,2 žalitev
pri barabcih je v navadi da z noži štihajo se radi narod ki ima sebe rad nagnal bo to svojad,1 nespodobni govor
lol torej yt hq je postrelila neka bejba ker je bila jezna da ji ne placujejo vec za vloge kle smo a,2 žalitev
pa dobr maš vsaj nadstrešek pa senco tm nad mizo pa stoli k ga pr bookingu tud še ni blo,0 ni sporni govor
spomim se svoje prve desetke na faksu mau sm jo sicer preplaču sam je bil pa od nje čist cel študent počn,2 žalitev
